Word/Phrase,TF-IDF_Average,Primary_Sentiment,Sentiment_Coefficient,negative_coef,neutral/mixed_coef,positive_coef
looks,0.0038582336906265676,neutral/mixed,0.6156820876976975,-0.18308528322198941,0.6156820876976975,-0.43259680447570514
girl,0.0038521004251215706,negative,1.098602580035576,1.098602580035576,-0.8398223931330898,-0.258780186902497
days,0.0038435621624243743,negative,-0.20213125548825478,-0.20213125548825478,0.06310677291117925,0.13902448257707606
quite,0.0038413985134956082,negative,-0.8120346816914107,-0.8120346816914107,0.03466919782287312,0.7773654838685365
pay,0.0038278630927119817,positive,-0.1538144587005794,0.13447117691673596,0.019343281783842307,-0.1538144587005794
won,0.003823634271586655,positive,-1.3775432185901244,0.9021735843284105,0.47536963426170925,-1.3775432185901244
light,0.003803286710224416,neutral/mixed,0.8201014860434638,-0.5431464320156246,0.8201014860434638,-0.27695505402784437
caramel,0.0037963163011096356,neutral/mixed,-0.7005452844708395,0.6804981153062708,-0.7005452844708395,0.020047169164565525
spot,0.0037752288217161242,positive,0.6789083247177071,-0.5156367428765978,-0.16327158184111032,0.6789083247177071
taste,0.003768838193362999,negative,0.45579359380196777,0.45579359380196777,-0.1247470249253122,-0.33104656887665274
extremely,0.0037328677324385134,neutral/mixed,-0.5108965551933603,0.2451211104780769,-0.5108965551933603,0.2657754447152835
doing,0.0037307717347995367,neutral/mixed,-0.5201125512641162,0.5045160384711201,-0.5201125512641162,0.015596512792994297
face,0.003726108492775873,negative,-0.7073343598727079,-0.7073343598727079,0.4370566681513891,0.2702776917213206
br br,0.0037071356341307066,neutral/mixed,0.7079454425541871,-0.3823518171208443,0.7079454425541871,-0.32559362543334264
money,0.003704506478390156,negative,1.374157926443398,1.374157926443398,-0.29992060177870955,-1.0742373246646912
enjoy,0.0036714971276451507,positive,1.016501764437255,-0.46750520525577544,-0.5489965591814718,1.016501764437255
sweet,0.0036573153491712964,positive,1.5690180756130816,-0.38247057988653443,-1.1865474957265487,1.5690180756130816
instead,0.003655378433184243,positive,-1.1363778662754336,0.8061046422147625,0.33027322406067344,-1.1363778662754336
home,0.0036401073727253164,positive,0.9005503744431859,-0.64821787536278,-0.25233249908040334,0.9005503744431859
walk,0.0036296970519299533,positive,0.7891716049140965,-0.3201962879446189,-0.46897531696947165,0.7891716049140965
especially,0.0036295187626222297,positive,0.2910028325123305,-0.1441017545122228,-0.1469010780001068,0.2910028325123305
problem,0.0036262025158325384,negative,0.6109799684719434,0.6109799684719434,-0.36883644481996963,-0.24214352365196928
reason,0.00362276576007928,positive,-0.19845607298603682,0.05077240410556577,0.14768366888047235,-0.19845607298603682
looking,0.0036119917091428444,neutral/mixed,1.2839583770172043,-0.535112392459175,1.2839583770172043,-0.7488459845580175
shop,0.003605860226680019,positive,-0.41570041194729057,0.3784535017768386,0.03724691017045263,-0.41570041194729057
size,0.0035702548960201965,positive,-0.8492761632789654,0.01277519550918481,0.8365009677697811,-0.8492761632789654
care,0.0035545009457063664,neutral/mixed,-1.126228209031401,0.33717853737568476,-1.126228209031401,0.7890496716557247
space,0.0035195978536269475,negative,-0.7639146313977471,-0.7639146313977471,0.3004117816987779,0.46350284969897104
ordering,0.0035114895691607598,negative,-0.31674105657772766,-0.31674105657772766,0.05582918191479997,0.26091187466292864
things,0.003507223795654471,negative,-0.3809224898007445,-0.3809224898007445,0.33920770357769436,0.041714786223049506
plenty,0.0034992423164306634,positive,1.1073280798746883,-0.7036110841475482,-0.4037169957271434,1.1073280798746883
employee,0.0034963540184906566,neutral/mixed,-0.5506720095724671,0.4339175907890103,-0.5506720095724671,0.11675441878345463
mocha,0.003486958800749477,neutral/mixed,-1.3112376307706821,0.03913558004799327,-1.3112376307706821,1.2721020507226881
expected,0.0034722229741679846,neutral/mixed,1.2259166406235698,-1.1471869298852841,1.2259166406235698,-0.078729710738289
workers,0.0034555487536242616,neutral/mixed,-0.8039333227887014,0.6500849235366315,-0.8039333227887014,0.15384839925207455
stay,0.00344688895765886,neutral/mixed,0.7706013509168174,-0.5385410833795353,0.7706013509168174,-0.23206026753728112
brush,0.0034414006436128664,neutral/mixed,1.455047665488407,-0.6582077682875773,1.455047665488407,-0.7968398972008338
having,0.0034404278173994665,negative,0.39452837507993116,0.39452837507993116,-0.357601240223632,-0.0369271348563009
horrible,0.0034342441797361608,negative,2.75999856237053,2.75999856237053,-0.5752781929925757,-2.184720369377952
helpful,0.003414102730531839,positive,2.267275767041009,-1.3048675112908266,-0.9624082557502034,2.267275767041009
smile,0.0034134896550093966,positive,2.20610705754397,-1.0135399941744136,-1.192567063369544,2.20610705754397
business,0.0034045642764607745,neutral/mixed,-0.986127005505259,0.8212816323987212,-0.986127005505259,0.16484537310653913
lots,0.0033902622478559344,positive,0.4067101045991755,-0.09924202650885457,-0.3074680780903129,0.4067101045991755
needs,0.0033878137752419105,negative,1.6135857817831991,1.6135857817831991,-0.2272555856901539,-1.3863301960930412
efficient,0.0033737839575186954,positive,1.7625917175087684,-0.844158017641932,-0.9184336998668422,1.7625917175087684
stopped,0.0033719263512227474,negative,0.061259695257393026,0.061259695257393026,-0.06006347719205715,-0.0011962180653355364
friendly staff,0.003371660578735689,negative,-1.2187319245844417,-1.2187319245844417,0.6593164993731863,0.5594154252112598
pleasant,0.0033693401473712256,positive,1.752928782185601,-1.6542794371158398,-0.09864934506975655,1.752928782185601
attitude,0.003367789207428673,negative,2.5694625634645587,2.5694625634645587,-1.5680595790882348,-1.0014029843763284
card,0.0033663422303709346,negative,0.5138792905236113,0.5138792905236113,-0.4767988533430164,-0.03708043718059374
door,0.0033609527086010276,negative,0.5826819562478995,0.5826819562478995,-0.5753821300025715,-0.00729982624532763
ready,0.0033489336446471175,positive,1.466282020931633,-0.5890988392056025,-0.8771831817260315,1.466282020931633
let,0.0033470779200054607,neutral/mixed,-0.43779998179349,0.2543557583013847,-0.43779998179349,0.18344422349210407
needed,0.0033458601928728045,negative,-0.48520812268955765,-0.48520812268955765,0.14219541726918616,0.34301270542037043
expect,0.003341694214569853,positive,-0.40148597319013946,0.019286292875787262,0.38219968031435303,-0.40148597319013946
